path,source,true_label,assign_class,maha,pca,knn,is_ood,label,group
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Grouper/L_G_Image001.tif,OOD,OOD_shallow_marine_Grouper,Neomerinthe erostris,65.65582,5.144566,17.412149772644042,True,OOD_shallow_marine_Grouper,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Grouper/L_G_Image002.tif,OOD,OOD_shallow_marine_Grouper,Neomerinthe erostris,64.22805,5.0647674,17.66964111328125,True,OOD_shallow_marine_Grouper,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Grouper/L_G_Image003.tif,OOD,OOD_shallow_marine_Grouper,Neomerinthe erostris,79.87087,7.204622,20.444429512023927,True,OOD_shallow_marine_Grouper,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Grouper/L_G_Image004.tif,OOD,OOD_shallow_marine_Grouper,Neomerinthe erostris,80.97263,7.224155,20.41297645568848,True,OOD_shallow_marine_Grouper,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Grouper/L_G_Image005.tif,OOD,OOD_shallow_marine_Grouper,Neomerinthe erostris,81.689896,7.1974907,20.352546157836915,True,OOD_shallow_marine_Grouper,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Grouper/L_G_Image006.tif,OOD,OOD_shallow_marine_Grouper,Neomerinthe erostris,91.46451,7.255917,20.322970237731933,True,OOD_shallow_marine_Grouper,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Grouper/L_G_Image007.tif,OOD,OOD_shallow_marine_Grouper,Neomerinthe erostris,80.569115,7.1182604,20.10796413421631,True,OOD_shallow_marine_Grouper,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Grouper/L_G_Multi Focus Image - 1.tif,OOD,OOD_shallow_marine_Grouper,Neomerinthe erostris,88.90417,7.1806374,20.25097629547119,True,OOD_shallow_marine_Grouper,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Grouper/L_G_Multi Focus Image - 7.tif,OOD,OOD_shallow_marine_Grouper,Neomerinthe erostris,77.04443,5.2536793,18.185346794128417,True,OOD_shallow_marine_Grouper,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Grouper/L_G_Series001--Z12.tif,OOD,OOD_shallow_marine_Grouper,Neomerinthe erostris,82.04284,7.1956134,20.209583358764647,True,OOD_shallow_marine_Grouper,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Grouper/L_G_Series001--Z13.tif,OOD,OOD_shallow_marine_Grouper,Neomerinthe erostris,82.03878,7.1909757,20.29535312652588,True,OOD_shallow_marine_Grouper,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Grouper/L_G_Series001--Z14.tif,OOD,OOD_shallow_marine_Grouper,Neomerinthe erostris,82.298134,7.1710453,20.31282371520996,True,OOD_shallow_marine_Grouper,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Grouper/L_G_Series001--Z14_90.tif,OOD,OOD_shallow_marine_Grouper,Neomerinthe erostris,66.26936,5.33005,17.685513763427736,True,OOD_shallow_marine_Grouper,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Grouper/L_G_Series001--Z15.tif,OOD,OOD_shallow_marine_Grouper,Neomerinthe erostris,81.494865,7.1748776,20.29461803436279,True,OOD_shallow_marine_Grouper,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Grouper/L_G_Series001--Z15_90.tif,OOD,OOD_shallow_marine_Grouper,Neomerinthe erostris,68.21818,5.236559,17.836344299316405,True,OOD_shallow_marine_Grouper,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Grouper/L_G_Series001--Z16.tif,OOD,OOD_shallow_marine_Grouper,Neomerinthe erostris,82.04869,7.1630073,20.18898464202881,True,OOD_shallow_marine_Grouper,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Grouper/L_G_Series001--Z16_90.tif,OOD,OOD_shallow_marine_Grouper,Neomerinthe erostris,65.90031,5.215514,17.645914325714113,True,OOD_shallow_marine_Grouper,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Grouper/L_G_Series001--Z17.tif,OOD,OOD_shallow_marine_Grouper,Neomerinthe erostris,81.84559,7.1621704,20.12932197570801,True,OOD_shallow_marine_Grouper,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Grouper/L_G_Series001--Z17_90.tif,OOD,OOD_shallow_marine_Grouper,Neomerinthe erostris,64.92127,5.168143,17.426068572998048,True,OOD_shallow_marine_Grouper,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Grouper/L_G_Series001--Z18.tif,OOD,OOD_shallow_marine_Grouper,Neomerinthe erostris,82.5162,7.169419,20.218386726379396,True,OOD_shallow_marine_Grouper,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Grouper/L_G_Series001--Z18_90.tif,OOD,OOD_shallow_marine_Grouper,Neomerinthe erostris,64.818214,5.158738,17.460797214508055,True,OOD_shallow_marine_Grouper,OOD
/home/reshma/Otolith/otolith_Final/OOD/shallow_marine/Grouper/L_G_Series001--Z19.tif,OOD,OOD_shallow_marine_Grouper,Neomerinthe erostris,80.80911,7.164555,20.10463180541992,True,OOD_shallow_marine_Grouper,OOD
