path,source,true_label,assign_class,maha,pca,knn,is_ood,label,group
/home/reshma/Otolith/otolith_Final/OOD/deepsea/Species7/L_sp7_Image001.tif,OOD,OOD_deepsea_Species7,Neomerinthe erostris,147.28172,5.556565,18.05518281936645,True,OOD_deepsea_Species7,OOD
/home/reshma/Otolith/otolith_Final/OOD/deepsea/Species7/L_sp7_Image002.tif,OOD,OOD_deepsea_Species7,Neomerinthe erostris,135.80045,5.2093453,16.34502872467041,True,OOD_deepsea_Species7,OOD
/home/reshma/Otolith/otolith_Final/OOD/deepsea/Species7/R_sp7_Image001.tif,OOD,OOD_deepsea_Species7,Neomerinthe erostris,201.02357,4.948692,9.664592781066894,True,OOD_deepsea_Species7,OOD
/home/reshma/Otolith/otolith_Final/OOD/deepsea/Species7/R_sp7_Image002.tif,OOD,OOD_deepsea_Species7,Neomerinthe erostris,177.69496,4.7564306,12.073854427337649,True,OOD_deepsea_Species7,OOD
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(1).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,43.25179,2.1187122,11.77176092066015,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(10).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,43.12382,1.4899895,12.080048320648936,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(11).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,45.314648,1.6424495,12.426175957081584,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(12).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,45.25287,1.6813282,12.368965234312316,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(13).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,49.893787,2.151195,12.727086009979248,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(14).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,49.25314,2.11315,12.39407748651018,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(15).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,58.331505,2.6675222,12.981755050794732,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(16).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,45.46813,2.7769682,11.183831914181612,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(17).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,46.03193,2.6870518,11.19377391576767,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(18).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,43.817616,2.6855044,11.073436781167985,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(19).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,43.817776,2.7096407,11.060800116772556,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(2).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,47.418713,1.5249777,12.85170100605276,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(20).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,44.16896,2.6734447,11.082738512272735,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(21).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,44.670002,2.726068,11.12943391636302,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(3).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,47.886436,1.6184126,12.825638706684112,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(4).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,59.481945,2.7258565,13.912247986311815,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(5).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,49.611942,1.9769858,12.684925691263327,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(6).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,48.815643,2.9803708,12.130953768047592,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(7).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,44.150352,1.3424168,12.409525700363416,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(8).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,52.94143,2.083865,13.273922384533186,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_L_sp9(9).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,43.729965,1.5002918,12.12301580786705,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_R_sp9(1).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,52.61888,2.4343584,10.689403818401594,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_R_sp9(10).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,31.138475,1.5720265,9.686725121292373,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_R_sp9(11).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,35.87008,1.5550747,10.154600357527636,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_R_sp9(12).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,36.54315,1.5905682,10.133010463232898,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_R_sp9(13).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,42.063152,1.9616393,10.502512223238847,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_R_sp9(14).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,42.208324,1.8964493,10.520156223773956,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_R_sp9(15).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,50.70045,2.1828623,11.121094196590684,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_R_sp9(16).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,56.189774,2.5816627,11.86277028873851,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_R_sp9(17).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,34.28469,2.11785,9.988812264914417,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_R_sp9(18).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,48.97323,3.0466552,10.944601597304247,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_R_sp9(19).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,41.436142,2.0230882,10.34159249186516,False,Chlorophthalmus acutifrons,ID_nearest
/home/reshma/Otolith/otolith_Final/model_data/test/Chlorophthalmus acutifrons/Chlorophthalmus acutifrons_R_sp9(2).tif,Test,Chlorophthalmus acutifrons,Chlorophthalmus acutifrons,80.83861,2.599548,13.461786913053643,False,Chlorophthalmus acutifrons,ID_nearest
